item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
1,handgun,,a,a,match,0.6783811520026563,bert-large-uncased,winter2012/e2
2,baby,,a,a,match,0.5924860459889522,bert-large-uncased,winter2012/e2
3,blender,,a,a,match,0.6879557317333368,bert-large-uncased,winter2012/e2
4,cat,,a,a,match,0.5707526519403384,bert-large-uncased,winter2012/e2
5,champagne bottle,,a,a,match,0.5986534799510544,bert-large-uncased,winter2012/e2
6,church bells,,a,a,match,0.5549632914451529,bert-large-uncased,winter2012/e2
7,cow,,a,a,match,0.7117943544760846,bert-large-uncased,winter2012/e2
8,audience,,a,a,match,0.7507440194030218,bert-large-uncased,winter2012/e2
9,cuckoo-clock,,a,a,match,0.7293495581559917,bert-large-uncased,winter2012/e2
10,rooster,,a,a,match,0.7242488802829574,bert-large-uncased,winter2012/e2
11,dog,,a,a,match,0.658369316134902,bert-large-uncased,winter2012/e2
12,power drill,,a,a,match,0.6042871025569134,bert-large-uncased,winter2012/e2
13,hammer,,a,a,match,0.39037734735404306,bert-large-uncased,winter2012/e2
14,motorbike,,a,a,match,0.7063983627389347,bert-large-uncased,winter2012/e2
15,horse,,a,a,match,0.7148675371127233,bert-large-uncased,winter2012/e2
16,jackhammer,,a,a,match,0.4748793483368273,bert-large-uncased,winter2012/e2
17,door,,a,a,match,0.5304014525027757,bert-large-uncased,winter2012/e2
18,machine gun,,a,a,match,0.5941364249122854,bert-large-uncased,winter2012/e2
19,sheep,,a,a,match,0.6222616639240643,bert-large-uncased,winter2012/e2
20,frog,,a,a,match,0.7067149077778664,bert-large-uncased,winter2012/e2
21,toilet,,a,a,match,0.640248714779562,bert-large-uncased,winter2012/e2
22,waterfall,,a,a,match,0.7359196436314503,bert-large-uncased,winter2012/e2
23,can of soda,,a,a,match,0.6803148176008272,bert-large-uncased,winter2012/e2
24,branches,,a,a,match,0.6226867437408949,bert-large-uncased,winter2012/e2
1,handgun,,a,b,mismatch,0.6511953913179966,bert-large-uncased,winter2012/e2
2,baby,,a,b,mismatch,0.5581439788697061,bert-large-uncased,winter2012/e2
3,blender,,a,b,mismatch,0.6952946039419575,bert-large-uncased,winter2012/e2
4,cat,,a,b,mismatch,0.49372658686041737,bert-large-uncased,winter2012/e2
5,champagne bottle,,a,b,mismatch,0.5847657870563573,bert-large-uncased,winter2012/e2
6,church bells,,a,b,mismatch,0.49505286666992343,bert-large-uncased,winter2012/e2
7,cow,,a,b,mismatch,0.6259294891123376,bert-large-uncased,winter2012/e2
8,audience,,a,b,mismatch,0.7106740843569601,bert-large-uncased,winter2012/e2
9,cuckoo-clock,,a,b,mismatch,0.7260419048225599,bert-large-uncased,winter2012/e2
10,rooster,,a,b,mismatch,0.7796446520173638,bert-large-uncased,winter2012/e2
11,dog,,a,b,mismatch,0.6419324491712868,bert-large-uncased,winter2012/e2
12,power drill,,a,b,mismatch,0.5110210771615762,bert-large-uncased,winter2012/e2
13,hammer,,a,b,mismatch,0.3029761545877425,bert-large-uncased,winter2012/e2
14,motorbike,,a,b,mismatch,0.6692098523831826,bert-large-uncased,winter2012/e2
15,horse,,a,b,mismatch,0.6477588504542575,bert-large-uncased,winter2012/e2
16,jackhammer,,a,b,mismatch,0.45451363894192154,bert-large-uncased,winter2012/e2
