,index,response,rt,ppt_idx,accuracy,match,sent_condition,media_condition,item,object,list,ppt_id
1012,23,2,0.904,24,1,mismatch,b,a,1,Axe,2,2_24
1013,24,2,0.615,25,1,mismatch,b,a,1,Axe,2,2_25
1014,25,2,1.867,26,1,mismatch,b,a,1,Axe,2,2_26
1015,26,2,0.718,27,1,mismatch,b,a,1,Axe,2,2_27
1016,27,2,1.423,28,1,mismatch,b,a,1,Axe,2,2_28
1017,28,2,0.875,29,1,mismatch,b,a,1,Axe,2,2_29
1018,29,2,1.662,30,1,mismatch,b,a,1,Axe,2,2_30
1019,30,2,0.733,31,1,mismatch,b,a,1,Axe,2,2_31
1020,31,2,1.411,32,1,mismatch,b,a,1,Axe,2,2_32
1021,32,2,1.463,33,1,mismatch,b,a,1,Axe,2,2_33
1022,33,2,0.751,34,1,mismatch,b,a,1,Axe,2,2_34
1023,34,2,1.391,35,1,mismatch,b,a,1,Axe,2,2_35
1024,35,2,0.578,36,1,mismatch,b,a,1,Axe,2,2_36
1025,36,2,1.096,37,1,mismatch,b,a,1,Axe,2,2_37
1026,37,2,0.641,38,1,mismatch,b,a,1,Axe,2,2_38
1027,38,2,1.107,39,1,mismatch,b,a,1,Axe,2,2_39
1028,39,2,0.531,40,1,mismatch,b,a,1,Axe,2,2_40
1029,40,2,0.629,41,1,mismatch,b,a,1,Axe,2,2_41
1030,41,2,0.519,42,1,mismatch,b,a,1,Axe,2,2_42
1031,42,2,1.73,43,1,mismatch,b,a,1,Axe,2,2_43
1032,0,2,1.376,1,1,mismatch,b,a,12,Glass,2,2_1
1033,1,2,1.247,2,1,mismatch,b,a,12,Glass,2,2_2
1034,2,2,0.654,3,1,mismatch,b,a,12,Glass,2,2_3
1035,3,2,1.082,4,1,mismatch,b,a,12,Glass,2,2_4
1036,4,2,1.579,5,1,mismatch,b,a,12,Glass,2,2_5
1037,5,2,0.899,6,1,mismatch,b,a,12,Glass,2,2_6
1038,6,2,0.894,7,1,mismatch,b,a,12,Glass,2,2_7
1039,7,2,2.389,8,1,mismatch,b,a,12,Glass,2,2_8
1040,8,2,1.43,9,1,mismatch,b,a,12,Glass,2,2_9
1041,9,2,1.14,10,1,mismatch,b,a,12,Glass,2,2_10
1042,10,2,0.555,11,1,mismatch,b,a,12,Glass,2,2_11
1043,11,2,1.305,12,1,mismatch,b,a,12,Glass,2,2_12
1044,12,2,3.738,13,1,mismatch,b,a,12,Glass,2,2_13
1045,13,2,4.046,14,1,mismatch,b,a,12,Glass,2,2_14
1046,14,2,0.98,15,1,mismatch,b,a,12,Glass,2,2_15
1047,15,2,1.27,16,1,mismatch,b,a,12,Glass,2,2_16
1048,16,2,1.473,17,1,mismatch,b,a,12,Glass,2,2_17
1049,17,2,1.683,18,1,mismatch,b,a,12,Glass,2,2_18
1050,18,2,1.675,19,1,mismatch,b,a,12,Glass,2,2_19
1051,19,2,0.855,20,1,mismatch,b,a,12,Glass,2,2_20
1052,20,2,0.578,21,1,mismatch,b,a,12,Glass,2,2_21
1053,21,2,1.712,22,1,mismatch,b,a,12,Glass,2,2_22
1054,22,2,1.829,23,1,mismatch,b,a,12,Glass,2,2_23
1055,23,2,8.393,24,1,mismatch,b,a,12,Glass,2,2_24
1056,24,2,1.992,25,1,mismatch,b,a,12,Glass,2,2_25
1057,25,2,1.488,26,1,mismatch,b,a,12,Glass,2,2_26
1058,26,2,0.976,27,1,mismatch,b,a,12,Glass,2,2_27
1059,27,2,2.076,28,1,mismatch,b,a,12,Glass,2,2_28
1060,28,2,0.982,29,1,mismatch,b,a,12,Glass,2,2_29
1061,29,2,2.045,30,1,mismatch,b,a,12,Glass,2,2_30
1062,30,2,0.614,31,1,mismatch,b,a,12,Glass,2,2_31
1063,31,1,1.822,32,0,mismatch,b,a,12,Glass,2,2_32
1064,32,2,1.27,33,1,mismatch,b,a,12,Glass,2,2_33
1065,33,2,1.411,34,1,mismatch,b,a,12,Glass,2,2_34
1066,34,2,2.485,35,1,mismatch,b,a,12,Glass,2,2_35
1067,35,2,1.233,36,1,mismatch,b,a,12,Glass,2,2_36
1068,36,2,1.249,37,1,mismatch,b,a,12,Glass,2,2_37
1069,37,2,2.374,38,1,mismatch,b,a,12,Glass,2,2_38
1070,38,2,0.777,39,1,mismatch,b,a,12,Glass,2,2_39
1071,39,2,1.412,40,1,mismatch,b,a,12,Glass,2,2_40
1072,40,2,1.351,41,1,mismatch,b,a,12,Glass,2,2_41
1073,41,2,1.263,42,1,mismatch,b,a,12,Glass,2,2_42
1074,42,2,1.474,43,1,mismatch,b,a,12,Glass,2,2_43
1075,0,2,0.856,1,1,mismatch,a,b,16,Key,2,2_1
1076,1,1,1.856,2,0,mismatch,a,b,16,Key,2,2_2
1077,2,2,0.88,3,1,mismatch,a,b,16,Key,2,2_3
1078,3,2,1.29,4,1,mismatch,a,b,16,Key,2,2_4
1079,4,2,1.235,5,1,mismatch,a,b,16,Key,2,2_5
1080,5,2,0.697,6,1,mismatch,a,b,16,Key,2,2_6
1081,6,2,0.734,7,1,mismatch,a,b,16,Key,2,2_7
1082,7,2,0.99,8,1,mismatch,a,b,16,Key,2,2_8
1083,8,2,1.727,9,1,mismatch,a,b,16,Key,2,2_9
1084,9,2,1.291,10,1,mismatch,a,b,16,Key,2,2_10
1085,10,2,0.919,11,1,mismatch,a,b,16,Key,2,2_11
1086,11,2,0.901,12,1,mismatch,a,b,16,Key,2,2_12
1087,12,2,0.951,13,1,mismatch,a,b,16,Key,2,2_13
1088,13,2,1.107,14,1,mismatch,a,b,16,Key,2,2_14
1089,14,2,0.559,15,1,mismatch,a,b,16,Key,2,2_15
1090,15,2,0.957,16,1,mismatch,a,b,16,Key,2,2_16
1091,16,2,0.465,17,1,mismatch,a,b,16,Key,2,2_17
1092,17,2,7.946,18,1,mismatch,a,b,16,Key,2,2_18
1093,18,2,1.172,19,1,mismatch,a,b,16,Key,2,2_19
1094,19,2,1.109,20,1,mismatch,a,b,16,Key,2,2_20
1095,20,2,1.078,21,1,mismatch,a,b,16,Key,2,2_21
1096,21,2,1.931,22,1,mismatch,a,b,16,Key,2,2_22
1097,22,2,1.676,23,1,mismatch,a,b,16,Key,2,2_23
1098,23,2,0.92,24,1,mismatch,a,b,16,Key,2,2_24
1099,24,2,0.87,25,1,mismatch,a,b,16,Key,2,2_25
1100,25,2,1.92,26,1,mismatch,a,b,16,Key,2,2_26
1101,26,2,0.78,27,1,mismatch,a,b,16,Key,2,2_27
1102,27,2,0.768,28,1,mismatch,a,b,16,Key,2,2_28
1103,28,2,0.901,29,1,mismatch,a,b,16,Key,2,2_29
1104,29,2,1.255,30,1,mismatch,a,b,16,Key,2,2_30
1105,30,2,1.026,31,1,mismatch,a,b,16,Key,2,2_31
1106,31,2,1.353,32,1,mismatch,a,b,16,Key,2,2_32
1107,32,2,1.865,33,1,mismatch,a,b,16,Key,2,2_33
1108,33,2,0.85,34,1,mismatch,a,b,16,Key,2,2_34
1109,34,2,1.156,35,1,mismatch,a,b,16,Key,2,2_35
1110,35,2,0.624,36,1,mismatch,a,b,16,Key,2,2_36
1111,36,2,1.063,37,1,mismatch,a,b,16,Key,2,2_37
1112,37,2,0.655,38,1,mismatch,a,b,16,Key,2,2_38
1113,38,2,1.182,39,1,mismatch,a,b,16,Key,2,2_39
1114,39,2,1.154,40,1,mismatch,a,b,16,Key,2,2_40
1115,40,2,0.97,41,1,mismatch,a,b,16,Key,2,2_41
1116,41,2,1.556,42,1,mismatch,a,b,16,Key,2,2_42
1117,42,2,0.791,43,1,mismatch,a,b,16,Key,2,2_43
1118,0,2,0.93,1,1,mismatch,b,a,20,Plate,2,2_1
1119,1,2,0.778,2,1,mismatch,b,a,20,Plate,2,2_2
1120,2,1,0.985,3,0,mismatch,b,a,20,Plate,2,2_3
1121,3,2,0.83,4,1,mismatch,b,a,20,Plate,2,2_4
1122,4,2,1.377,5,1,mismatch,b,a,20,Plate,2,2_5
1123,5,2,0.807,6,1,mismatch,b,a,20,Plate,2,2_6
1124,6,2,1.32,7,1,mismatch,b,a,20,Plate,2,2_7
1125,7,2,0.853,8,1,mismatch,b,a,20,Plate,2,2_8
1126,8,2,1.013,9,1,mismatch,b,a,20,Plate,2,2_9
1127,9,2,0.632,10,1,mismatch,b,a,20,Plate,2,2_10
1128,10,2,0.582,11,1,mismatch,b,a,20,Plate,2,2_11
1129,11,2,0.964,12,1,mismatch,b,a,20,Plate,2,2_12
1130,12,2,3.145,13,1,mismatch,b,a,20,Plate,2,2_13
1131,13,2,2.437,14,1,mismatch,b,a,20,Plate,2,2_14
1132,14,2,0.715,15,1,mismatch,b,a,20,Plate,2,2_15
1133,15,2,2.432,16,1,mismatch,b,a,20,Plate,2,2_16
1134,16,2,0.435,17,1,mismatch,b,a,20,Plate,2,2_17
1135,17,2,1.528,18,1,mismatch,b,a,20,Plate,2,2_18
1136,18,2,0.631,19,1,mismatch,b,a,20,Plate,2,2_19
1137,19,2,2.197,20,1,mismatch,b,a,20,Plate,2,2_20
1138,20,2,1.547,21,1,mismatch,b,a,20,Plate,2,2_21
1139,21,2,1.949,22,1,mismatch,b,a,20,Plate,2,2_22
1140,22,2,0.89,23,1,mismatch,b,a,20,Plate,2,2_23
1141,23,2,1.303,24,1,mismatch,b,a,20,Plate,2,2_24
1142,24,2,2.79,25,1,mismatch,b,a,20,Plate,2,2_25
1143,25,2,2.12,26,1,mismatch,b,a,20,Plate,2,2_26
1144,26,2,0.824,27,1,mismatch,b,a,20,Plate,2,2_27
1145,27,2,1.566,28,1,mismatch,b,a,20,Plate,2,2_28
1146,28,2,2.156,29,1,mismatch,b,a,20,Plate,2,2_29
1147,29,2,2.712,30,1,mismatch,b,a,20,Plate,2,2_30
1148,30,2,0.745,31,1,mismatch,b,a,20,Plate,2,2_31
1149,31,2,3.937,32,1,mismatch,b,a,20,Plate,2,2_32
1150,32,2,1.203,33,1,mismatch,b,a,20,Plate,2,2_33
1151,33,2,0.69,34,1,mismatch,b,a,20,Plate,2,2_34
1152,34,2,3.75,35,1,mismatch,b,a,20,Plate,2,2_35
1153,35,2,1.045,36,1,mismatch,b,a,20,Plate,2,2_36
1154,36,2,2.911,37,1,mismatch,b,a,20,Plate,2,2_37
1155,37,2,0.703,38,1,mismatch,b,a,20,Plate,2,2_38
1156,38,2,1.199,39,1,mismatch,b,a,20,Plate,2,2_39
1157,39,2,2.378,40,1,mismatch,b,a,20,Plate,2,2_40
1158,40,2,0.81,41,1,mismatch,b,a,20,Plate,2,2_41
1159,41,2,1.43,42,1,mismatch,b,a,20,Plate,2,2_42
1160,42,2,0.66,43,1,mismatch,b,a,20,Plate,2,2_43
1161,0,1,2.335,1,0,mismatch,a,b,23,Screw,2,2_1
1162,1,2,1.223,2,1,mismatch,a,b,23,Screw,2,2_2
1163,2,2,0.61,3,1,mismatch,a,b,23,Screw,2,2_3
1164,3,2,0.803,4,1,mismatch,a,b,23,Screw,2,2_4
1165,4,2,0.941,5,1,mismatch,a,b,23,Screw,2,2_5
1166,5,2,0.757,6,1,mismatch,a,b,23,Screw,2,2_6
1167,6,2,0.64,7,1,mismatch,a,b,23,Screw,2,2_7
1168,7,2,0.865,8,1,mismatch,a,b,23,Screw,2,2_8
1169,8,2,0.854,9,1,mismatch,a,b,23,Screw,2,2_9
1170,9,2,0.648,10,1,mismatch,a,b,23,Screw,2,2_10
1171,10,2,1.029,11,1,mismatch,a,b,23,Screw,2,2_11
1172,11,2,0.783,12,1,mismatch,a,b,23,Screw,2,2_12
1173,12,2,1.271,13,1,mismatch,a,b,23,Screw,2,2_13
1174,13,2,1.343,14,1,mismatch,a,b,23,Screw,2,2_14
1175,14,2,0.57,15,1,mismatch,a,b,23,Screw,2,2_15
1176,15,2,0.393,16,1,mismatch,a,b,23,Screw,2,2_16
1177,16,2,0.517,17,1,mismatch,a,b,23,Screw,2,2_17
1178,17,2,2.666,18,1,mismatch,a,b,23,Screw,2,2_18
1179,18,2,0.658,19,1,mismatch,a,b,23,Screw,2,2_19
1180,19,2,1.492,20,1,mismatch,a,b,23,Screw,2,2_20
1181,20,2,1.844,21,1,mismatch,a,b,23,Screw,2,2_21
1182,21,2,2.402,22,1,mismatch,a,b,23,Screw,2,2_22
1183,22,2,1.288,23,1,mismatch,a,b,23,Screw,2,2_23
1184,23,2,0.97,24,1,mismatch,a,b,23,Screw,2,2_24
1185,24,2,0.879,25,1,mismatch,a,b,23,Screw,2,2_25
1186,25,2,1.305,26,1,mismatch,a,b,23,Screw,2,2_26
1187,26,2,1.024,27,1,mismatch,a,b,23,Screw,2,2_27
1188,27,2,0.919,28,1,mismatch,a,b,23,Screw,2,2_28
1189,28,2,1.016,29,1,mismatch,a,b,23,Screw,2,2_29
1190,29,2,1.264,30,1,mismatch,a,b,23,Screw,2,2_30
1191,30,2,1.063,31,1,mismatch,a,b,23,Screw,2,2_31
1192,31,2,1.962,32,1,mismatch,a,b,23,Screw,2,2_32
1193,32,2,0.603,33,1,mismatch,a,b,23,Screw,2,2_33
1194,33,2,0.699,34,1,mismatch,a,b,23,Screw,2,2_34
1195,34,2,1.156,35,1,mismatch,a,b,23,Screw,2,2_35
1196,35,2,0.873,36,1,mismatch,a,b,23,Screw,2,2_36
1197,36,2,1.206,37,1,mismatch,a,b,23,Screw,2,2_37
1198,37,2,0.957,38,1,mismatch,a,b,23,Screw,2,2_38
1199,38,2,1.389,39,1,mismatch,a,b,23,Screw,2,2_39
1200,39,2,1.654,40,1,mismatch,a,b,23,Screw,2,2_40
1201,40,2,0.539,41,1,mismatch,a,b,23,Screw,2,2_41
1202,41,2,1.41,42,1,mismatch,a,b,23,Screw,2,2_42
1203,42,2,1.042,43,1,mismatch,a,b,23,Screw,2,2_43
1204,0,2,0.688,1,1,mismatch,b,a,2,Bat,2,2_1
1205,1,2,0.624,2,1,mismatch,b,a,2,Bat,2,2_2
1206,2,2,0.655,3,1,mismatch,b,a,2,Bat,2,2_3
1207,3,2,0.564,4,1,mismatch,b,a,2,Bat,2,2_4
1208,4,2,1.131,5,1,mismatch,b,a,2,Bat,2,2_5
1209,5,2,0.677,6,1,mismatch,b,a,2,Bat,2,2_6
1210,6,2,0.808,7,1,mismatch,b,a,2,Bat,2,2_7
1211,7,2,0.596,8,1,mismatch,b,a,2,Bat,2,2_8
1212,8,2,1.236,9,1,mismatch,b,a,2,Bat,2,2_9
1213,9,2,0.725,10,1,mismatch,b,a,2,Bat,2,2_10
1214,10,2,0.593,11,1,mismatch,b,a,2,Bat,2,2_11
1215,11,2,0.41,12,1,mismatch,b,a,2,Bat,2,2_12
1216,12,2,0.854,13,1,mismatch,b,a,2,Bat,2,2_13
1217,13,2,1.51,14,1,mismatch,b,a,2,Bat,2,2_14
1218,14,2,0.462,15,1,mismatch,b,a,2,Bat,2,2_15
1219,15,2,0.643,16,1,mismatch,b,a,2,Bat,2,2_16
1220,16,2,0.401,17,1,mismatch,b,a,2,Bat,2,2_17
1221,17,2,2.242,18,1,mismatch,b,a,2,Bat,2,2_18
1222,18,2,0.62,19,1,mismatch,b,a,2,Bat,2,2_19
1223,19,2,1.345,20,1,mismatch,b,a,2,Bat,2,2_20
1224,20,2,1.14,21,1,mismatch,b,a,2,Bat,2,2_21
1225,21,2,2.195,22,1,mismatch,b,a,2,Bat,2,2_22
1226,22,2,0.722,23,1,mismatch,b,a,2,Bat,2,2_23
1227,23,1,0.955,24,0,mismatch,b,a,2,Bat,2,2_24
1228,24,2,1.064,25,1,mismatch,b,a,2,Bat,2,2_25
1229,25,2,0.816,26,1,mismatch,b,a,2,Bat,2,2_26
1230,26,2,0.881,27,1,mismatch,b,a,2,Bat,2,2_27
1231,27,2,0.842,28,1,mismatch,b,a,2,Bat,2,2_28
1232,28,2,0.835,29,1,mismatch,b,a,2,Bat,2,2_29
1233,29,2,1.304,30,1,mismatch,b,a,2,Bat,2,2_30
1234,30,2,1.085,31,1,mismatch,b,a,2,Bat,2,2_31
1235,31,2,1.696,32,1,mismatch,b,a,2,Bat,2,2_32
1236,32,2,0.822,33,1,mismatch,b,a,2,Bat,2,2_33
1237,33,2,0.705,34,1,mismatch,b,a,2,Bat,2,2_34
1238,34,2,0.969,35,1,mismatch,b,a,2,Bat,2,2_35
1239,35,2,0.718,36,1,mismatch,b,a,2,Bat,2,2_36
1240,36,2,0.56,37,1,mismatch,b,a,2,Bat,2,2_37
1241,37,2,0.994,38,1,mismatch,b,a,2,Bat,2,2_38
1242,38,2,1.173,39,1,mismatch,b,a,2,Bat,2,2_39
1243,39,2,1.348,40,1,mismatch,b,a,2,Bat,2,2_40
1244,40,2,0.515,41,1,mismatch,b,a,2,Bat,2,2_41
1245,41,2,1.049,42,1,mismatch,b,a,2,Bat,2,2_42
1246,42,2,1.073,43,1,mismatch,b,a,2,Bat,2,2_43
1247,0,2,2.068,1,1,mismatch,a,b,5,Bowl,2,2_1
1248,1,2,1.176,2,1,mismatch,a,b,5,Bowl,2,2_2
1249,2,2,0.61,3,1,mismatch,a,b,5,Bowl,2,2_3
1250,3,2,0.983,4,1,mismatch,a,b,5,Bowl,2,2_4
1251,4,2,1.352,5,1,mismatch,a,b,5,Bowl,2,2_5
1252,5,2,0.83,6,1,mismatch,a,b,5,Bowl,2,2_6
1253,6,2,0.792,7,1,mismatch,a,b,5,Bowl,2,2_7
1254,7,2,1.205,8,1,mismatch,a,b,5,Bowl,2,2_8
1255,8,2,1.191,9,1,mismatch,a,b,5,Bowl,2,2_9
1256,9,1,6.316,10,0,mismatch,a,b,5,Bowl,2,2_10
1257,10,2,0.417,11,1,mismatch,a,b,5,Bowl,2,2_11
1258,11,2,0.577,12,1,mismatch,a,b,5,Bowl,2,2_12
1259,12,2,1.064,13,1,mismatch,a,b,5,Bowl,2,2_13
1260,13,2,2.257,14,1,mismatch,a,b,5,Bowl,2,2_14
1261,14,2,0.488,15,1,mismatch,a,b,5,Bowl,2,2_15
1262,15,2,1.279,16,1,mismatch,a,b,5,Bowl,2,2_16
1263,16,2,0.575,17,1,mismatch,a,b,5,Bowl,2,2_17
1264,17,2,1.511,18,1,mismatch,a,b,5,Bowl,2,2_18
1265,18,2,0.936,19,1,mismatch,a,b,5,Bowl,2,2_19
1266,19,2,2.302,20,1,mismatch,a,b,5,Bowl,2,2_20
1267,20,2,1.062,21,1,mismatch,a,b,5,Bowl,2,2_21
1268,21,2,1.583,22,1,mismatch,a,b,5,Bowl,2,2_22
1269,22,2,1.095,23,1,mismatch,a,b,5,Bowl,2,2_23
1270,23,2,1.243,24,1,mismatch,a,b,5,Bowl,2,2_24
1271,24,2,0.97,25,1,mismatch,a,b,5,Bowl,2,2_25
1272,25,2,8.144,26,1,mismatch,a,b,5,Bowl,2,2_26
1273,26,2,0.849,27,1,mismatch,a,b,5,Bowl,2,2_27
1274,27,2,0.691,28,1,mismatch,a,b,5,Bowl,2,2_28
1275,28,2,1.783,29,1,mismatch,a,b,5,Bowl,2,2_29
1276,29,2,2.051,30,1,mismatch,a,b,5,Bowl,2,2_30
1277,30,2,1.081,31,1,mismatch,a,b,5,Bowl,2,2_31
1278,31,2,1.346,32,1,mismatch,a,b,5,Bowl,2,2_32
1279,32,2,1.298,33,1,mismatch,a,b,5,Bowl,2,2_33
1280,33,2,1.13,34,1,mismatch,a,b,5,Bowl,2,2_34
1281,34,2,0.656,35,1,mismatch,a,b,5,Bowl,2,2_35
1282,35,2,0.78,36,1,mismatch,a,b,5,Bowl,2,2_36
1283,36,2,1.277,37,1,mismatch,a,b,5,Bowl,2,2_37
1284,37,2,0.921,38,1,mismatch,a,b,5,Bowl,2,2_38
1285,38,2,1.387,39,1,mismatch,a,b,5,Bowl,2,2_39
1286,39,2,1.214,40,1,mismatch,a,b,5,Bowl,2,2_40
1287,40,2,0.798,41,1,mismatch,a,b,5,Bowl,2,2_41
1288,41,2,1.366,42,1,mismatch,a,b,5,Bowl,2,2_42
1289,42,2,1.163,43,1,mismatch,a,b,5,Bowl,2,2_43
1290,0,2,1.118,1,1,mismatch,b,a,9,Clthspnh,2,2_1
1291,1,2,1.416,2,1,mismatch,b,a,9,Clthspnh,2,2_2
1292,2,2,1.135,3,1,mismatch,b,a,9,Clthspnh,2,2_3
1293,3,2,0.897,4,1,mismatch,b,a,9,Clthspnh,2,2_4
1294,4,2,1.792,5,1,mismatch,b,a,9,Clthspnh,2,2_5
1295,5,2,1.188,6,1,mismatch,b,a,9,Clthspnh,2,2_6
1296,6,2,0.754,7,1,mismatch,b,a,9,Clthspnh,2,2_7
1297,7,2,0.989,8,1,mismatch,b,a,9,Clthspnh,2,2_8
1298,8,2,0.947,9,1,mismatch,b,a,9,Clthspnh,2,2_9
1299,9,2,0.609,10,1,mismatch,b,a,9,Clthspnh,2,2_10
1300,10,2,1.36,11,1,mismatch,b,a,9,Clthspnh,2,2_11
1301,11,2,0.421,12,1,mismatch,b,a,9,Clthspnh,2,2_12
1302,12,2,1.071,13,1,mismatch,b,a,9,Clthspnh,2,2_13
1303,13,2,1.822,14,1,mismatch,b,a,9,Clthspnh,2,2_14
1304,14,2,0.532,15,1,mismatch,b,a,9,Clthspnh,2,2_15
1305,15,2,0.947,16,1,mismatch,b,a,9,Clthspnh,2,2_16
1306,16,2,1.059,17,1,mismatch,b,a,9,Clthspnh,2,2_17
1307,17,2,1.647,18,1,mismatch,b,a,9,Clthspnh,2,2_18
1308,18,2,1.048,19,1,mismatch,b,a,9,Clthspnh,2,2_19
1309,19,2,1.33,20,1,mismatch,b,a,9,Clthspnh,2,2_20
1310,20,2,1.11,21,1,mismatch,b,a,9,Clthspnh,2,2_21
1311,21,2,1.309,22,1,mismatch,b,a,9,Clthspnh,2,2_22
1312,22,1,0.615,23,0,mismatch,b,a,9,Clthspnh,2,2_23
1313,23,2,1.569,24,1,mismatch,b,a,9,Clthspnh,2,2_24
1314,24,2,1.041,25,1,mismatch,b,a,9,Clthspnh,2,2_25
1315,25,2,1.139,26,1,mismatch,b,a,9,Clthspnh,2,2_26
1316,26,2,1.096,27,1,mismatch,b,a,9,Clthspnh,2,2_27
1317,27,2,0.645,28,1,mismatch,b,a,9,Clthspnh,2,2_28
1318,28,2,0.784,29,1,mismatch,b,a,9,Clthspnh,2,2_29
1319,29,2,1.407,30,1,mismatch,b,a,9,Clthspnh,2,2_30
1320,30,2,0.961,31,1,mismatch,b,a,9,Clthspnh,2,2_31
1321,31,2,1.162,32,1,mismatch,b,a,9,Clthspnh,2,2_32
1322,32,2,1.002,33,1,mismatch,b,a,9,Clthspnh,2,2_33
1323,33,2,0.994,34,1,mismatch,b,a,9,Clthspnh,2,2_34
1324,34,2,1.265,35,1,mismatch,b,a,9,Clthspnh,2,2_35
1325,35,2,1.123,36,1,mismatch,b,a,9,Clthspnh,2,2_36
1326,36,2,0.594,37,1,mismatch,b,a,9,Clthspnh,2,2_37
1327,37,2,1.155,38,1,mismatch,b,a,9,Clthspnh,2,2_38
1328,38,2,0.559,39,1,mismatch,b,a,9,Clthspnh,2,2_39
1329,39,2,1.051,40,1,mismatch,b,a,9,Clthspnh,2,2_40
1330,40,2,0.662,41,1,mismatch,b,a,9,Clthspnh,2,2_41
1331,41,2,1.254,42,1,mismatch,b,a,9,Clthspnh,2,2_42
1332,42,2,0.584,43,1,mismatch,b,a,9,Clthspnh,2,2_43
1333,0,2,0.958,1,1,mismatch,a,b,11,frxtinguisher,2,2_1
1334,1,2,1.018,2,1,mismatch,a,b,11,frxtinguisher,2,2_2
1335,2,2,0.784,3,1,mismatch,a,b,11,frxtinguisher,2,2_3
1336,3,2,0.627,4,1,mismatch,a,b,11,frxtinguisher,2,2_4
1337,4,2,1.341,5,1,mismatch,a,b,11,frxtinguisher,2,2_5
1338,5,2,0.67,6,1,mismatch,a,b,11,frxtinguisher,2,2_6
1339,6,2,0.913,7,1,mismatch,a,b,11,frxtinguisher,2,2_7
1340,7,2,0.251,8,1,mismatch,a,b,11,frxtinguisher,2,2_8
1341,8,2,1.22,9,1,mismatch,a,b,11,frxtinguisher,2,2_9
1342,9,2,0.662,10,1,mismatch,a,b,11,frxtinguisher,2,2_10
1343,10,2,0.518,11,1,mismatch,a,b,11,frxtinguisher,2,2_11
1344,11,2,0.802,12,1,mismatch,a,b,11,frxtinguisher,2,2_12
1345,12,2,0.873,13,1,mismatch,a,b,11,frxtinguisher,2,2_13
1346,13,2,1.516,14,1,mismatch,a,b,11,frxtinguisher,2,2_14
1347,14,2,0.523,15,1,mismatch,a,b,11,frxtinguisher,2,2_15
1348,15,2,0.92,16,1,mismatch,a,b,11,frxtinguisher,2,2_16
1349,16,2,0.316,17,1,mismatch,a,b,11,frxtinguisher,2,2_17
1350,17,2,1.397,18,1,mismatch,a,b,11,frxtinguisher,2,2_18
1351,18,2,0.744,19,1,mismatch,a,b,11,frxtinguisher,2,2_19
1352,19,2,1.77,20,1,mismatch,a,b,11,frxtinguisher,2,2_20
1353,20,2,0.625,21,1,mismatch,a,b,11,frxtinguisher,2,2_21
1354,21,2,1.707,22,1,mismatch,a,b,11,frxtinguisher,2,2_22
1355,22,2,0.469,23,1,mismatch,a,b,11,frxtinguisher,2,2_23
1356,23,2,0.831,24,1,mismatch,a,b,11,frxtinguisher,2,2_24
1357,24,2,0.928,25,1,mismatch,a,b,11,frxtinguisher,2,2_25
1358,25,2,1.058,26,1,mismatch,a,b,11,frxtinguisher,2,2_26
1359,26,2,0.883,27,1,mismatch,a,b,11,frxtinguisher,2,2_27
1360,27,2,0.625,28,1,mismatch,a,b,11,frxtinguisher,2,2_28
1361,28,2,1.594,29,1,mismatch,a,b,11,frxtinguisher,2,2_29
1362,29,2,1.037,30,1,mismatch,a,b,11,frxtinguisher,2,2_30
1363,30,2,0.879,31,1,mismatch,a,b,11,frxtinguisher,2,2_31
1364,31,2,1.972,32,1,mismatch,a,b,11,frxtinguisher,2,2_32
1365,32,2,1.398,33,1,mismatch,a,b,11,frxtinguisher,2,2_33
1366,33,2,0.821,34,1,mismatch,a,b,11,frxtinguisher,2,2_34
1367,34,2,3.391,35,1,mismatch,a,b,11,frxtinguisher,2,2_35
1368,35,2,0.686,36,1,mismatch,a,b,11,frxtinguisher,2,2_36
1369,36,2,1.025,37,1,mismatch,a,b,11,frxtinguisher,2,2_37
1370,37,2,0.464,38,1,mismatch,a,b,11,frxtinguisher,2,2_38
1371,38,2,0.936,39,1,mismatch,a,b,11,frxtinguisher,2,2_39
1372,39,2,0.992,40,1,mismatch,a,b,11,frxtinguisher,2,2_40
1373,40,2,0.531,41,1,mismatch,a,b,11,frxtinguisher,2,2_41
1374,41,2,1.472,42,1,mismatch,a,b,11,frxtinguisher,2,2_42
1375,42,2,1.543,43,1,mismatch,a,b,11,frxtinguisher,2,2_43
1376,0,2,0.807,1,1,mismatch,b,a,17,Nail,2,2_1
1377,1,2,3.878,2,1,mismatch,b,a,17,Nail,2,2_2
1378,2,2,0.235,3,1,mismatch,b,a,17,Nail,2,2_3
1379,3,2,2.113,4,1,mismatch,b,a,17,Nail,2,2_4
1380,4,2,1.246,5,1,mismatch,b,a,17,Nail,2,2_5
1381,5,2,0.758,6,1,mismatch,b,a,17,Nail,2,2_6
1382,6,2,0.917,7,1,mismatch,b,a,17,Nail,2,2_7
1383,7,2,1.328,8,1,mismatch,b,a,17,Nail,2,2_8
1384,8,2,1.796,9,1,mismatch,b,a,17,Nail,2,2_9
1385,9,2,0.734,10,1,mismatch,b,a,17,Nail,2,2_10
1386,10,2,0.583,11,1,mismatch,b,a,17,Nail,2,2_11
1387,11,2,1.124,12,1,mismatch,b,a,17,Nail,2,2_12
1388,12,2,1.924,13,1,mismatch,b,a,17,Nail,2,2_13
1389,13,2,1.893,14,1,mismatch,b,a,17,Nail,2,2_14
1390,14,2,0.582,15,1,mismatch,b,a,17,Nail,2,2_15
