item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
35,airplane,original,a,a,match,0.7324755787849426,ViT-B-32,pecher2006
53,apple,original,a,a,match,0.9751393795013428,ViT-B-32,pecher2006
1,apple pie,new,a,a,match,0.9882748126983643,ViT-B-32,pecher2006
21,avocado,new new,a,a,match,0.9932964444160461,ViT-B-32,pecher2006
39,balloon,original,a,a,match,0.00116531562525779,ViT-B-32,pecher2006
32,banana,new new,a,a,match,0.9998917579650879,ViT-B-32,pecher2006
47,book,original,a,a,match,0.9889945387840271,ViT-B-32,pecher2006
40,bread,original,a,a,match,0.44708919525146484,ViT-B-32,pecher2006
12,carrot,new,a,a,match,0.993083119392395,ViT-B-32,pecher2006
28,cheesecake,new new,a,a,match,0.035269107669591904,ViT-B-32,pecher2006
36,chicken,original,a,a,match,0.992408037185669,ViT-B-32,pecher2006
54,cigarette,original,a,a,match,0.029479624703526497,ViT-B-32,pecher2006
7,coat,new,a,a,match,0.00867986585944891,ViT-B-32,pecher2006
55,corn,original,a,a,match,0.9994491934776306,ViT-B-32,pecher2006
18,cucumber,new,a,a,match,0.9024549126625061,ViT-B-32,pecher2006
56,eagle,original,a,a,match,0.9546769857406616,ViT-B-32,pecher2006
41,egg,original,a,a,match,0.9947006702423096,ViT-B-32,pecher2006
48,fish,original,a,a,match,0.8021620512008667,ViT-B-32,pecher2006
22,frog,new new,a,a,match,0.8646157383918762,ViT-B-32,pecher2006
13,garbage bag,new,a,a,match,0.5272608995437622,ViT-B-32,pecher2006
14,goose,new,a,a,match,0.7267677783966064,ViT-B-32,pecher2006
37,hockey,original,a,a,match,0.5231106281280518,ViT-B-32,pecher2006
2,horse,new,a,a,match,0.25254136323928833,ViT-B-32,pecher2006
29,hose,new new,a,a,match,0.6320725679397583,ViT-B-32,pecher2006
15,ice,new,a,a,match,0.6594222784042358,ViT-B-32,pecher2006
33,ketchup,new new,a,a,match,0.3057301342487335,ViT-B-32,pecher2006
19,lamp,new,a,a,match,0.4427230954170227,ViT-B-32,pecher2006
49,lemon,original,a,a,match,0.015027729794383049,ViT-B-32,pecher2006
38,lime,original,a,a,match,0.8681215047836304,ViT-B-32,pecher2006
57,lobster,original,a,a,match,0.98777836561203,ViT-B-32,pecher2006
20,map,new,a,a,match,0.9772366285324097,ViT-B-32,pecher2006
8,match,new,a,a,match,0.10748925805091858,ViT-B-32,pecher2006
42,mushroom,original,a,a,match,0.9933947920799255,ViT-B-32,pecher2006
43,newspaper,original,a,a,match,0.9950374960899353,ViT-B-32,pecher2006
50,onion,original,a,a,match,0.9988791346549988,ViT-B-32,pecher2006
9,owl,new,a,a,match,0.9571853876113892,ViT-B-32,pecher2006
23,paint,new new,a,a,match,0.04341346025466919,ViT-B-32,pecher2006
44,pineapple,original,a,a,match,0.9999995231628418,ViT-B-32,pecher2006
10,pumpkin,new,a,a,match,0.6710349321365356,ViT-B-32,pecher2006
45,sailboat,original,a,a,match,0.0024125436320900917,ViT-B-32,pecher2006
3,scarf,new,a,a,match,0.27738770842552185,ViT-B-32,pecher2006
58,shirt,original,a,a,match,0.06744524836540222,ViT-B-32,pecher2006
4,shoelace,new,a,a,match,0.3684282898902893,ViT-B-32,pecher2006
30,soap,new new,a,a,match,0.9961110949516296,ViT-B-32,pecher2006
59,spaghetti,original,a,a,match,0.4496966004371643,ViT-B-32,pecher2006
11,squid,new,a,a,match,0.9789263606071472,ViT-B-32,pecher2006
5,staple,new,a,a,match,0.061305392533540726,ViT-B-32,pecher2006
26,sugar,new new,a,a,match,0.011481903493404388,ViT-B-32,pecher2006
16,swiss knife,new,a,a,match,0.04160471260547638,ViT-B-32,pecher2006
31,tape,new new,a,a,match,0.6912214159965515,ViT-B-32,pecher2006
27,tinfoil,new new,a,a,match,0.06950559467077255,ViT-B-32,pecher2006
60,tissue,original,a,a,match,0.18185244500637054,ViT-B-32,pecher2006
46,tomato,original,a,a,match,0.999187171459198,ViT-B-32,pecher2006
51,towel,original,a,a,match,0.3833058178424835,ViT-B-32,pecher2006
17,umbrella,new,a,a,match,0.04827486351132393,ViT-B-32,pecher2006
24,walnut,new new,a,a,match,0.9962232112884521,ViT-B-32,pecher2006
52,watermelon,original,a,a,match,0.8395929932594299,ViT-B-32,pecher2006
6,wheat,new,a,a,match,0.9996541738510132,ViT-B-32,pecher2006
34,wool,new new,a,a,match,0.9834368228912354,ViT-B-32,pecher2006
25,zodiac,new new,a,a,match,0.00595474848523736,ViT-B-32,pecher2006
35,airplane,original,a,b,mismatch,0.2675243616104126,ViT-B-32,pecher2006
53,apple,original,a,b,mismatch,0.024860598146915436,ViT-B-32,pecher2006
1,apple pie,new,a,b,mismatch,0.01172519102692604,ViT-B-32,pecher2006
21,avocado,new new,a,b,mismatch,0.006703561637550592,ViT-B-32,pecher2006
39,balloon,original,a,b,mismatch,0.9988346695899963,ViT-B-32,pecher2006
32,banana,new new,a,b,mismatch,0.0001082178350770846,ViT-B-32,pecher2006
47,book,original,a,b,mismatch,0.011005529202520847,ViT-B-32,pecher2006
40,bread,original,a,b,mismatch,0.5529108047485352,ViT-B-32,pecher2006
12,carrot,new,a,b,mismatch,0.006916914600878954,ViT-B-32,pecher2006
28,cheesecake,new new,a,b,mismatch,0.9647308588027954,ViT-B-32,pecher2006
36,chicken,original,a,b,mismatch,0.0075919134542346,ViT-B-32,pecher2006
54,cigarette,original,a,b,mismatch,0.9705203175544739,ViT-B-32,pecher2006
7,coat,new,a,b,mismatch,0.9913200736045837,ViT-B-32,pecher2006
