item,object,item_type,sent_condition,media_condition,match,similarity,model,dataset
35,airplane,original,a,a,match,0.6370151018718722,imagebind,pecher2006
53,apple,original,a,a,match,0.7663626123351892,imagebind,pecher2006
1,apple pie,new,a,a,match,0.8648267254108757,imagebind,pecher2006
21,avocado,new new,a,a,match,0.755718990712183,imagebind,pecher2006
39,balloon,original,a,a,match,0.7731799219596573,imagebind,pecher2006
32,banana,new new,a,a,match,0.8082593047853757,imagebind,pecher2006
47,book,original,a,a,match,0.7404105935886128,imagebind,pecher2006
40,bread,original,a,a,match,0.7447945069993966,imagebind,pecher2006
12,carrot,new,a,a,match,0.8033059520561708,imagebind,pecher2006
28,cheesecake,new new,a,a,match,0.865910505848418,imagebind,pecher2006
36,chicken,original,a,a,match,0.7676683547753437,imagebind,pecher2006
54,cigarette,original,a,a,match,0.7717315163334126,imagebind,pecher2006
7,coat,new,a,a,match,0.8164819758276618,imagebind,pecher2006
55,corn,original,a,a,match,0.7656754800389571,imagebind,pecher2006
18,cucumber,new,a,a,match,0.8339000920161405,imagebind,pecher2006
56,eagle,original,a,a,match,0.6568465269477516,imagebind,pecher2006
41,egg,original,a,a,match,0.730291014832475,imagebind,pecher2006
48,fish,original,a,a,match,0.6789824579690508,imagebind,pecher2006
22,frog,new new,a,a,match,0.6545480061023321,imagebind,pecher2006
13,garbage bag,new,a,a,match,0.776946165307808,imagebind,pecher2006
14,goose,new,a,a,match,0.6567585665792491,imagebind,pecher2006
37,hockey,original,a,a,match,0.8485194390068871,imagebind,pecher2006
2,horse,new,a,a,match,0.7835034224175723,imagebind,pecher2006
29,hose,new new,a,a,match,0.7272175603244734,imagebind,pecher2006
15,ice,new,a,a,match,0.753263380711385,imagebind,pecher2006
33,ketchup,new new,a,a,match,0.8087011294751398,imagebind,pecher2006
19,lamp,new,a,a,match,0.7742269824734744,imagebind,pecher2006
49,lemon,original,a,a,match,0.8108983194480442,imagebind,pecher2006
38,lime,original,a,a,match,0.827755296612268,imagebind,pecher2006
57,lobster,original,a,a,match,0.8114226872883153,imagebind,pecher2006
20,map,new,a,a,match,0.6603757173474702,imagebind,pecher2006
8,match,new,a,a,match,0.7047279965876654,imagebind,pecher2006
42,mushroom,original,a,a,match,0.7887211934148399,imagebind,pecher2006
43,newspaper,original,a,a,match,0.6448287461881504,imagebind,pecher2006
50,onion,original,a,a,match,0.7070310343779774,imagebind,pecher2006
9,owl,new,a,a,match,0.60780346407468,imagebind,pecher2006
23,paint,new new,a,a,match,0.7503709918063832,imagebind,pecher2006
44,pineapple,original,a,a,match,0.8163763452038075,imagebind,pecher2006
10,pumpkin,new,a,a,match,0.7133728137261988,imagebind,pecher2006
45,sailboat,original,a,a,match,0.7713739093634461,imagebind,pecher2006
3,scarf,new,a,a,match,0.8188635950976568,imagebind,pecher2006
58,shirt,original,a,a,match,0.8484901526938546,imagebind,pecher2006
4,shoelace,new,a,a,match,0.8003856419247682,imagebind,pecher2006
30,soap,new new,a,a,match,0.7445438875469205,imagebind,pecher2006
59,spaghetti,original,a,a,match,0.8214606186108857,imagebind,pecher2006
11,squid,new,a,a,match,0.8738675693216746,imagebind,pecher2006
5,staple,new,a,a,match,0.698736809840079,imagebind,pecher2006
26,sugar,new new,a,a,match,0.695283024161571,imagebind,pecher2006
16,swiss knife,new,a,a,match,0.8023086192338674,imagebind,pecher2006
31,tape,new new,a,a,match,0.7910662191953841,imagebind,pecher2006
27,tinfoil,new new,a,a,match,0.7330627470891491,imagebind,pecher2006
60,tissue,original,a,a,match,0.8152621988281832,imagebind,pecher2006
46,tomato,original,a,a,match,0.8424012606791778,imagebind,pecher2006
51,towel,original,a,a,match,0.8030699718902483,imagebind,pecher2006
17,umbrella,new,a,a,match,0.7425335783253135,imagebind,pecher2006
24,walnut,new new,a,a,match,0.8377334458220239,imagebind,pecher2006
52,watermelon,original,a,a,match,0.8491139469001397,imagebind,pecher2006
6,wheat,new,a,a,match,0.8815437836765838,imagebind,pecher2006
34,wool,new new,a,a,match,0.7717373806109069,imagebind,pecher2006
25,zodiac,new new,a,a,match,0.6391947719971188,imagebind,pecher2006
35,airplane,original,a,b,mismatch,0.5898534028586082,imagebind,pecher2006
53,apple,original,a,b,mismatch,0.6637452817513517,imagebind,pecher2006
1,apple pie,new,a,b,mismatch,0.8211942692465626,imagebind,pecher2006
21,avocado,new new,a,b,mismatch,0.731220872737485,imagebind,pecher2006
39,balloon,original,a,b,mismatch,0.7400822747125948,imagebind,pecher2006
32,banana,new new,a,b,mismatch,0.7569579316308889,imagebind,pecher2006
47,book,original,a,b,mismatch,0.7352483074288341,imagebind,pecher2006
40,bread,original,a,b,mismatch,0.673942031125169,imagebind,pecher2006
12,carrot,new,a,b,mismatch,0.7018424446146821,imagebind,pecher2006
28,cheesecake,new new,a,b,mismatch,0.7892159223187305,imagebind,pecher2006
36,chicken,original,a,b,mismatch,0.7483008285170161,imagebind,pecher2006
54,cigarette,original,a,b,mismatch,0.7810993530991897,imagebind,pecher2006
7,coat,new,a,b,mismatch,0.662119739563477,imagebind,pecher2006
55,corn,original,a,b,mismatch,0.8102282259754732,imagebind,pecher2006
18,cucumber,new,a,b,mismatch,0.7620586075059914,imagebind,pecher2006
56,eagle,original,a,b,mismatch,0.7123870254219634,imagebind,pecher2006
41,egg,original,a,b,mismatch,0.6932139055279184,imagebind,pecher2006
48,fish,original,a,b,mismatch,0.634885458752781,imagebind,pecher2006
22,frog,new new,a,b,mismatch,0.6839789288500411,imagebind,pecher2006
13,garbage bag,new,a,b,mismatch,0.7743313853002951,imagebind,pecher2006
14,goose,new,a,b,mismatch,0.7044273867721162,imagebind,pecher2006
37,hockey,original,a,b,mismatch,0.7956554157271851,imagebind,pecher2006
2,horse,new,a,b,mismatch,0.7601574625055844,imagebind,pecher2006
29,hose,new new,a,b,mismatch,0.6920654132564791,imagebind,pecher2006
15,ice,new,a,b,mismatch,0.6767105732441161,imagebind,pecher2006
33,ketchup,new new,a,b,mismatch,0.8312885271803657,imagebind,pecher2006
19,lamp,new,a,b,mismatch,0.8202004127738601,imagebind,pecher2006
49,lemon,original,a,b,mismatch,0.7159496872022377,imagebind,pecher2006
38,lime,original,a,b,mismatch,0.7471369825881066,imagebind,pecher2006
57,lobster,original,a,b,mismatch,0.768082918946296,imagebind,pecher2006
20,map,new,a,b,mismatch,0.6098940099062258,imagebind,pecher2006
8,match,new,a,b,mismatch,0.7221832471536073,imagebind,pecher2006
42,mushroom,original,a,b,mismatch,0.6399599445579633,imagebind,pecher2006
43,newspaper,original,a,b,mismatch,0.6599393469096123,imagebind,pecher2006
50,onion,original,a,b,mismatch,0.6735402970667392,imagebind,pecher2006
9,owl,new,a,b,mismatch,0.6308942634729565,imagebind,pecher2006
23,paint,new new,a,b,mismatch,0.7557196205829887,imagebind,pecher2006
44,pineapple,original,a,b,mismatch,0.7427361062795822,imagebind,pecher2006
10,pumpkin,new,a,b,mismatch,0.6759023853714302,imagebind,pecher2006
45,sailboat,original,a,b,mismatch,0.7741784309716793,imagebind,pecher2006
3,scarf,new,a,b,mismatch,0.6975045359437321,imagebind,pecher2006
58,shirt,original,a,b,mismatch,0.7003808272732844,imagebind,pecher2006
4,shoelace,new,a,b,mismatch,0.8152542406908209,imagebind,pecher2006
30,soap,new new,a,b,mismatch,0.7604920440041051,imagebind,pecher2006
59,spaghetti,original,a,b,mismatch,0.7569968425887105,imagebind,pecher2006
11,squid,new,a,b,mismatch,0.8065791426817603,imagebind,pecher2006
5,staple,new,a,b,mismatch,0.6940668861864548,imagebind,pecher2006
26,sugar,new new,a,b,mismatch,0.8020586510573,imagebind,pecher2006
16,swiss knife,new,a,b,mismatch,0.8284041288518547,imagebind,pecher2006
31,tape,new new,a,b,mismatch,0.7875749335311969,imagebind,pecher2006
27,tinfoil,new new,a,b,mismatch,0.7413142308530556,imagebind,pecher2006
60,tissue,original,a,b,mismatch,0.7773363337980655,imagebind,pecher2006
